№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес;X;Y
4039;Еленинская женская раковая больница им. А.Г. и Е.И. Елисеевых;102537.76;116553.91;Политехническая ул., 32, лит. А, Р;30.3672325868; 60.009858317
4040;Здание Кушелевского хлебозавода;100622.36;116315.74;Политехническая ул., д. 11, лит. И;30.3627749832; 59.9926784981
4041;Здание Управления городского телефона и телеграфа;93828.72;112782.07;"Почтамтская ул., 15; ул. Якубовича, 18";30.2989133275; 59.9318602624
4042;Дворец Безбородко А.А.;93924.01;112967.01;"Почтамтская ул., 7; Почтамтский пер., 4; Якубовича ул., 6, лит. А";30.3022285844; 59.932708019
4043;Дом К.Н. Корфа;93872.97;113050.20;Почтамтская ул., 8, лит. А;30.3037122153; 59.9322464893
4044;Главный почтамт с аркой;93887.83;112883.49;"Почтамтская ул., 9; Почтамтский пер., 3; Якубовича ул., 12";30.3007319301; 59.9323866921
4045;Комплекс построек стадиона «Динамо»;97762.31;110814.55;пр. Динамо, 44, лит. А, К;30.2640062401; 59.9672416555
4046;Артиллерийская лаборатория (Петербургский окружной склад огнестрельных припасов);99568.16;117367.51;пр. Маршала Блюхера, 12, лит. Е, Ж, АЦ, ГЮ, С, АХ, БС, БТ;30.3815104499; 59.9831634924
4047;Часовня церкви Божией Матери Всех Скорбящих Радости;91734.04;118835.74;пр. Обуховской Обороны, 24;30.4069465842; 59.9127698542
4048;"Прокатная и сталелитейная мастерская ""Невского железоделательного, механического и корабельного завода"" (""Невского железопрокатного завода"" П.Ф. Семянникова и В.А. Полетики)";90825.38;119702.22;пр. Обуховской Обороны, 38, часть литеры В (В4, В6), помещения 1-Н (28, 30-41, 43-55), 5-Н (29, 30), 6-Н (1, 2), 7-Н (1-17);30.4223301706; 59.9045654731
4049;Церковь св. Исидора Юрьевского с церковным домом Эстонского православного братства;92710.33;112405.89;"пр. Римского-Корсакова, 24; Лермонтовский пр., 11";30.2920975172; 59.9218370658
4050;Дом Н. Семенова (статс-секретариата Великого княжества Финляндского);92909.23;112727.97;пр. Римского-Корсакова, 39, лит. А;30.2978718753; 59.9236094509
4051;Станция метро “Кировский завод” (с перронным залом);88003.37;110735.12;пр. Стачек, 70, лит. А;30.2618937516; 59.8796515678
4052;"Станция метро ""Автово"" (с перронным залом)";86623.64;110704.21;пр. Стачек, 90, корпус 2, лит. А;30.2612447524; 59.8672685805
4053;Училищный совет при Синоде с церковью благоверного князя Александра Невского и школой;92771.38;115050.22;Правды ул., 13;30.33938014; 59.9222719338
4054;Синодальная типография;92735.26;115010.94;Правды ул., 15;30.3386745573; 59.9219495391
4055;Доходный дом А.Ю. Тами и С.М. Дейчмана;92705.11;115087.13;Правды ул., 20, лит. А (кроме пом. 18-Н);30.3400339684; 59.9216754224
4056;Особняк П. Копылова;92678.23;115099.36;Правды ул., 20, лит. Б;30.3402501552; 59.9214335949
4057;Собор Спасо-Преображенский;95082.20;115763.37;Преображенская пл., 1;30.352350169; 59.9429794612
4058;"Братская могила моряков, погибших в годы Великой Отечественной войны 1941 - 1945 г.г.;  Братская могила жителей Ленинграда, погибших в годы Великой Отечественной войны 1941 - 1945 г.г.";85523.59;121509.55;Преображенское еврейское кладбище;30.4539765928; 59.8568717494
4059;Народный дом Паниной С.В.: второе здание;91342.11;115660.22;Прилукская ул., 22;30.3501512018; 59.9094148889
4060;Здание богадельни им. Т. С. Полежаевой;99866.01;113055.84;Приморский пр., 22, лит. А;30.3043054715; 59.9860372556
4061;Церковь Благовещения;99567.03;110718.43;Приморский пр., 79;30.2624133857; 59.9834435061
4062;Дача Шишмарева (Колюбакина);99574.03;110519.79;Приморский пр., 87;30.2588558421; 59.9835133511
4063;Дача Алсуфьевых «Альгамбра» (Петровский яхт-клуб);99491.58;109473.85;Приморский пр., д. 50, лит. А;30.2401155794; 59.9828086747
4064;Сад Молво;90140.54;110666.43;Промышленная ул. (между домами 17 и 19);30.2608173484; 59.89883661
4065;Главное производственное здание Спасской мануфактуры с машинным отделением;89668.19;120680.06;проспект Обуховской Обороны, дом 86, литера К;30.4396661279; 59.8941219907
4066;Обелиск в память о погибших при покушении на П.А. Столыпина;98439.87;114344.04;Профессора Попова ул., 1;30.3272550966; 59.9731817458
4067;Дом, в котором у живших здесь художника, композитора и музыканта Матюшина М.В.,поэтессы Гуро Е.Г.,писателя Матюшиной О.К. в разные годы (нач.XX в.-1972 г.) бывали художники Малевич К.С.,Филонов П.Н.,поэты Маяковский В.В.,Хлебников В. и другие;98176.26;113510.47;Профессора Попова ул., 10;30.3123066483; 59.9708518269
4068;Ботанический сад;98065.75;114236.14;"Профессора Попова ул., 2; Аптекарская наб.; Аптекарский пр., наб. р. Карповки";30.3252901007; 59.9698285871
4069;Дом Жербина;92603.92;111639.57;Пряжки р. наб., 50;30.2783886961; 59.9209115735
4070;Столбы верстовые (шесть);80945.95;114215.46;Пулковское шоссе;30.3234241368; 59.8161681392
4071;Обсерватория Пулковская;76032.63;114097.60;Пулковское шоссе, 65;30.3209001107; 59.7720723518
4072;Фонтан со сфинксами;76806.58;114346.72;Пулковское шоссе, близ Пулковской высоты;30.3254016277; 59.7790082941
4073;"Фонтан ""Нептун"", арх. Тома де Томон Ж.-Ф.";93209.43;113803.38;Пулковское шоссе, между 13 и 14 км;30.3171254954; 59.9262591392
4074;Памятник поэту Пушкину А.С.;93520.28;116016.12;Пушкинская ул.;30.3567213986; 59.928948207
