№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес
2961;Сад;116317.17;95522.92;Чайковского ул., 46-48
2962;Дом П.Г. Гулина;116228.8478;95438.0081;Чайковского ул., 61, лит. А
2963;Особняк Дубенской (А.С.Дубасовой);116584.02;95501.86;Чайковского ул., 62, лит. А
2964;Дом А. и К. Шрейберов;116269.2819;95439.4919;Чайковского ул., 63, лит. А
2965;Дом Соболевых;116500.64;95436.72;Чайковского ул., 79, лит. А
2966;Дом В.П. Лихачева;116590.67;95418.71;Чайковского ул., 83/7, литера А
2967;Школа;114490.27;97456.32;Чапаева ул., 24
2968;Манеж;114379.08;97721.43;Чапаева ул., 26
2969;Кузница;114512.69;97526.94;Чапаева ул., 26
2970;Госпиталь;114527.73;97611.58;Чапаева ул., 28
2971;Придворно-конюшенный госпиталь;114309.14;94460.13;Чебоксарский пер., 1/6, лит. А
2972;"Дача Воронцова ""Новознаменка""";103412.18;84223.83;Чекистов ул., 13
2973;"""Готический дом""";103400.76;84108.06;Чекистов ул., 13
2974;Главный дом;103442.56;84176.32;Чекистов ул., 13
2975;Парк с прудом;103752.12;84216.01;Чекистов ул., 13
2976;Усадьба Миниха;103065.90;84280.73;Чекистов ул., 19
2977;Главный дом;103036.09;84270.77;Чекистов ул., 19
2978;Парк с прудом;103017.04;84338.35;Чекистов ул., 19
2979;Усадьба Демидова П.;104153.43;84269.38;Чекистов ул., 3
2980;Парк с прудом;104144.35;84225.44;Чекистов ул., 3
2981;Главный дом;104134.76;84175.78;Чекистов ул., 3, корп. 1
2982;"Пруды дачи ""Новознаменка""";103300.22;83739.29;"Чекистов ул.; Ветеранов пр."
2983;Механические и слесарные мастерские Пиротехнической школы (Механический завод Титовых);124078.24;99142.10;Челябинская ул., 2, лит. А
2984;Мост Малибанский;91052.73;88858.97;Через Большой (Самсоновский) канал
2985;Мост Марлинский;91025.80;88760.39;Через Большой (Самсоновский) канал в створе Марлинской аллеи
2986;Мост Аларчин;112127.65;92572.29;Через Грибоедова канал по Английскому пр.
2987;Обелиски с фонарями Подъяческого моста;113155.47;93266.76;Через Грибоедова канал по оси Фонарного пер.
2988;Мост Банковский с грифонами;114234.69;93866.62;Через Грибоедова канал, напротив дома № 30
2989;Мост Львиный;112920.44;93273.31;Через Грибоедова канал, напротив Малой Подъяческой ул.
2990;Мост Каменный;113908.79;93672.54;Через Грибоедова канал, по Гороховой ул.
2991;Мост Демидов;113708.15;93477.55;Через Грибоедова канал, по Гривцова пер.
2992;Мост Пикалов;112756.94;92602.50;Через Грибоедова канал, по Крюкова канала наб.
2993;Мост Казанский;114310.59;94199.01;Через Грибоедова канал, по Невскому пр.
2994;Мост Мало-Калинкин;111797.16;92134.51;Через Грибоедова канал, у его впадения в р. Фонтанку
2995;Мост Зимний;113880.19;94900.19;Через Зимнюю канавку по Миллионной ул.
2996;Мост Эрмитажный;113782.16;95030.26;Через Зимнюю канавку по Миллионной ул.
2997;Итальянский мост;114354.09;94433.86;Через к. Грибоедова по оси ул. Ракова
2998;Мост Кронверкский;113346.04;95818.92;Через Кронверкский пролив, на продолжении Добролюбова просп.
2999;Мост Иоанновский;114079.34;96087.50;Через Кронверкский пролив, у Троицкой пл.
3000;Тюремный мост;112496.61;93358.26;Через Крюков канал по наб. р. Мойки
3001;Смежный мост;112906.63;92303.34;Через Крюков канал по р. Фонтанки наб.
3002;Старо-Никольский мост;112791.74;92571.65;Через Крюков канал по Садовой ул.
3003;Офицерский мост;112547.92;93191.97;Через Крюков канал по ул. Декабристов
3004;Торговый мост;112605.21;93012.60;Через Крюков канал по ул. Союза Печатников
3005;Мост Верхне-Лебяжий;114630.44;95506.00;Через Лебяжий канал по Дворцовой наб.
3006;Мост Нижне-Лебяжий;114842.44;94900.82;Через Лебяжий канал по р. Мойки наб.
3007;Варшавский мост;113258.56;91256.31;Через Обводный канал по Измайловскому пр.
3008;Ново-Петергофский мост;112722.37;91270.35;Через Обводный канал по Лермонтовскому пр.
3009;Шлиссельбургский мост;118286.41;92461.24;Через Обводный канал по Обуховской обороны пр.
3010;Ново-Калинкин мост;111463.95;91289.41;Через Обводный канал по Старо-Петергофскому просп.
3011;Мосты № 3, 19, 20 на Каменном острове;112406.47;99344.92;Через протоки к Малому каналу
3012;Мост;90339.10;86178.74;Через протоку между Мельничным и Круглым прудами
3013;Екатерингофский мост;110722.45;91690.54;Через р. Екатерингофку по Рижскому пр.
3014;"Мосты Театральный и Мало-Конюшенный (""Трехколенный мост"")";114453.17;94924.61;"Через р. Мойку - Театральный мост; через канал Грибоедова - Мало-Конюшенный мост"
